ID	Area	Title	Description
21786	병원	영광치과의원	치과의원
21787	약국/한약방	시선당한의원	탕제원
21788	병원	UD치과	치과의원
21789	약국/한약방	원회춘당	한약방
21790	약국/한약방	시장약국	약국
21791	병원	이석범정형외과의원	내과/외과
21792	병원	조피부비뇨기과	비뇨기과
21793	유사의료업	IDEA치과기공소	치과기공소
21794	병원	호남당한약방	한의원
21795	병원	현대치과의원	치과병원
21796	병원	한솔가정의원	기타병원
21797	약국/한약방	진실약국	약국
21798	병원	대명의원	일반병원
21799	병원	서울안치과의원	치과의원
21800	병원	장팔팔의원	내과/외과
21801	병원	신연세치과의원	치과의원
21802	병원	연세88마취통증의학과	일반병원
21803	병원	류호정내과	내과/외과
21804	약국/한약방	상원약국	약국
21805	약국/한약방	장수약국	약국
21806	약국/한약방	단계사거리약국	약국
21807	병원	대동외과의원	내과/외과
21808	병원	열린치과	치과의원
21809	병원	경희한의원	한의원
21810	병원	구미치과	치과의원
21811	병원	지앤미	비뇨기과
21812	약국/한약방	드림약국	약국
21813	병원	연세치과의원	치과의원
21814	병원	굿모닝정형외과	정형/성형외과
21815	병원	담양이비인후과의원	내과/외과
21816	약국/한약방	진약국	약국
21817	약국/한약방	한우리약국	약국
21818	수의업	연낭애견샵	수의업-종합
21819	약국/한약방	신요한약국	약국
21820	약국/한약방	호남약국	약국
21821	병원	연흥산부인과	내과/외과
21822	병원	노정식성형외과	정형/성형외과
21823	약국/한약방	대명약초	한약방
21824	약국/한약방	새행복약국	약국
21825	약국/한약방	신중건제약업사	한약방
21826	병원	정미숙의원	내과/외과
21827	약국/한약방	종로약국	약국
21828	약국/한약방	하나로약국	약국
21829	병원	연꽃마을광명의원	일반병원
21830	약국/한약방	산돌약국	약국
21831	약국/한약방	경동탕제원	탕제원
21832	병원	두리한의원	한의원
21833	병원	독일WTMETHODE탈모	기타병원
21834	병원	도원한의원	한의원
21835	병원	비타민피부과	피부과
21836	병원	강지원이비인후과의원	내과/외과
21837	수의업	개팔자상팔자	동물병원
21838	병원	강남영내과	내과/외과
21839	병원	나노클래식의원	정형/성형외과
21840	약국/한약방	동명약국	약국
21841	약국/한약방	삼성약국	약국
21842	약국/한약방	삼성약국	약국
21843	병원	수부한의원	한의원
21844	약국/한약방	비타민태평양약국	약국
21845	병원	사과나무치과의원	치과의원
21846	병원	소아청소년마음연구소디딤	소아과
21847	병원	가좌엘리트치과의원	치과의원
21848	병원	색연필	한의원
21849	병원	낙산하의원	일반병원
21850	병원	동강한의원	한의원
21851	약국/한약방	동진약국	약국
21852	병원	우성치과	치과의원
21853	약국/한약방	건강한21세기약국	약국
21854	약국/한약방	건영약국	약국
21855	병원	유리아의원	내과/외과
21856	병원	정용직비뇨기과의원	비뇨기과
21857	약국/한약방	노암약국	약국
21858	병원	카라의원	일반병원
21859	병원	코아이비인후과소아청소년과산부	내과/외과
21860	병원	정운봉치과의원	치과의원
21861	병원	명제한의원	한의원
21862	병원	무등정신건강의학과의원	기타병원
21863	병원	수지신경외과	신경외과
21864	병원	동일당한약방	한의원
21865	병원	정항재의원	내과/외과
21866	약국/한약방	한동허브약업사	한약방
21867	약국/한약방	동제약국	약국
21868	병원	고려중앙의원	내과/외과
21869	약국/한약방	건강한약국	약국
21870	병원	간석모아치과	치과의원
21871	약국/한약방	건강샘온누리약국	약국
21872	병원	하당맹수한의원	한의원
21873	약국/한약방	뿌리약국	약국
21874	병원	양윤정신경과의원	기타병원
21875	병원	에덴산부인과	산부인과
21876	수의업	강아지와나	동물병원
21877	수의업	카라퀸펫샵	동물병원
21878	병원	삼성메디의원	일반병원
21879	약국/한약방	월드프라자약국	약국
21880	병원	문치과	치과의원
21881	병원	하&김미소치과의원	치과의원
21882	병원	라파마취통증의학과의원	기타병원
21883	병원	쉬앤미여성의원	산부인과
21884	병원	삼동의원	내과/외과
21885	병원	고신경외과의원	신경외과
21886	수의업	누리애견	수의업-종합
21887	병원	주문진중앙치과의원	치과의원
21888	병원	치과의원	치과의원
21889	수의업	쿨펫동물병원미용실	동물병원
21890	병원	한양류마내과의원	내과/외과
21891	병원	군산우리들소아청소년과의원	소아과
21892	병원	삼성드림소아청소년과의원	내과/외과
21893	병원	다인치과	치과의원
21894	약국/한약방	고개약국	약국
21895	수의업	시티종합동물병원	동물병원
21896	병원	용화일침한의원	한의원
21897	약국/한약방	시장약국	약국
21898	병원	박순건치과	치과의원
21899	병원	남포치과의원	치과의원
21900	병원	스타성형외과	정형/성형외과
21901	병원	한빛메이져치과	치과의원
21902	병원	박성빈치과의원	치과의원
21903	약국/한약방	무지개약국	약국
21904	병원	노옥당한의원	한의원
21905	의료관련서비스업	숲산후조리원	산후조리원
21906	병원	편강의료재단편강한의원	한의원
21907	병원	효성메디칼	기타병원
21908	병원	아름다운한의원	한의원
21909	병원	조정형외과의원	내과/외과
21910	약국/한약방	바이엘약국	약국
21911	약국/한약방	동보약국	약국
21912	수의업	한마음종합동물병원	수의업-종합
21913	병원	한사랑의원	신경외과
21914	병원	삼성재활의학과의원	기타병원
21915	약국/한약방	늘봄약국	약국
21916	수의업	한빛동물병원	동물병원
21917	약국/한약방	삼성종합약국	약국
21918	병원	삼산의원	일반병원
21919	병원	삼산연세정형외과	정형/성형외과
21920	병원	경희수한의원	한의원
21921	약국/한약방	경희순수한약국	약국
21922	약국/한약방	고은손약국	약국
21923	병원	삼산당한약방	한의원
21924	병원	삼성키즈소아청소년과의원	소아과
21925	병원	에이스성형외과의원	정형/성형외과
21926	병원	유로미피부비뇨기과의원	비뇨기과
21927	약국/한약방	관저푸른약국	약국
21928	약국/한약방	제일약국	약국
21929	유사의료업	이엠에스코리아	응급구조대
21930	병원	한일정형외과의원	정형/성형외과
21931	병원	연세피부비뇨기과	비뇨기과
21932	약국/한약방	성호당약국	약국
21933	병원	박소아과	내과/외과
21934	약국/한약방	숲속약국	약국
21935	병원	경동건재한약방	한의원
21936	수의업	대동가축병원	동물병원
21937	병원	삼성한약방	한의원
21938	약국/한약방	고촌약국	약국
21939	약국/한약방	삼성약국	약국
21940	병원	한외과의원	내과/외과
21941	약국/한약방	수원전자담배멀티샵MG	약국
21942	약국/한약방	정성약국	약국
21943	병원	아름다운피부과	피부과
21944	병원	한사랑제통마취과의원	내과/외과
21945	병원	한마음병원인공신장센터	기타병원
21946	약국/한약방	다정약국	약국
21947	약국/한약방	대림사약국	약국
21948	병원	중앙한약방	한의원
21949	약국/한약방	종로종합약국	약국
21950	수의업	가나동물병원	수의업-종합
21951	약국/한약방	유명약국	약국
21952	약국/한약방	새천년약국	약국
21953	약국/한약방	한성약국	약국
21954	병원	정명치과	치과의원
21955	병원	강내과의원	내과/외과
21956	병원	김치과	치과의원
21957	병원	엔조이치과의원	치과의원
21958	약국/한약방	조약국	약국
21959	병원	정수화피부비뇨기과	피부과
21960	약국/한약방	삼명약국	약국
21961	약국/한약방	칠성약국	약국
21962	수의업	뽀뽀애견샵	수의업-종합
21963	병원	가본한의원	한의원
21964	병원	월계당한약방	한의원
21965	약국/한약방	엄약국	약국
21966	약국/한약방	건강한약국	한약방
21967	병원	엔치과의원	치과의원
21968	병원	제물포한약방	한의원
21969	약국/한약방	가까운약국	약국
21970	약국/한약방	정약국	약국
21971	병원	남수원웰치과의원	치과의원
21972	병원	남양우리들의원	일반병원
21973	약국/한약방	우일약국	약국
21974	약국/한약방	하이팜약국	약국
21975	병원	정성한성형외과의원	정형/성형외과
21976	수의업	한국동물병원	수의업-종합
21977	병원	뿌리기픈한의원	한의원
21978	병원	건강한세상앞선치과병원	치과의원
21979	병원	칠곡한의원	한의원
21980	병원	우리한의원	한의원
21981	병원	엄마와아이들청소년과산부인과의	내과/외과
21982	수의업	경남축산가축병원	동물병원
21983	병원	조정형외과	내과/외과
21984	병원	하나마취통증의학과의원	내과/외과
21985	수의업	나라애견	수의업-종합
21986	병원	경희길한의원	한의원
21987	병원	동인당한의원	한의원
21988	병원	삼산수치과의원	치과의원
21989	병원	한림소아과	소아과
21990	약국/한약방	시화연합약국	약국
21991	수의업	월드애견학교	수의업-종합
21992	병원	하만철소아과	내과/외과
21993	약국/한약방	에이치케이메디팜	약국
21994	약국/한약방	모범약국	약국
21995	병원	송정한빛의원	일반병원
21996	병원	경희바로잡는한의원	한의원
21997	약국/한약방	남춘약국	약국
21998	병원	야베스가정의학과의원	내과/외과
21999	약국/한약방	에바코전자담배	약국
22000	병원	정앤양치과의원	치과의원
22001	병원	약전골목홍익한의원	한의원
22002	병원	우리조은한의원	한의원
22003	약국/한약방	동인약국	약국
22004	병원	하나내과	내과/외과
22005	약국/한약방	수약국	약국
22006	병원	삼성외과의원	내과/외과
22007	병원	정지섭의원	내과/외과
22008	약국/한약방	태평양약국	약국
22009	수의업	호남동물병원	수의업-종합
22010	병원	신성의원	내과/외과
22011	약국/한약방	중촌약국	약국
22012	병원	우암의료재단우암치	치과의원
22013	병원	존스빌	이비인후과의원
22014	병원	미치과의원	치과의원
22015	병원	경희한중한의원	한의원
22016	유사의료업	방문천사	유사의료업기타
22017	병원	에덴산부인과	내과/외과
22018	병원	미소가인피부과	피부과
22019	병원	연세키즈	소아과
22020	병원	신보현피부비뇨기과의원	비뇨기과
22021	병원	하나비뇨기과의원	비뇨기과
22022	유사의료업	경기구급센터	응급구조대
22023	병원	연세가정의원	기타병원
22024	약국/한약방	삼성약국	약국
22025	병원	이센스치과의원	치과의원
22026	병원	혜민치과의원	치과의원
22027	병원	용계골	일반병원
22028	약국/한약방	동화약방	약국
22029	약국/한약방	삼보약국	약국
22030	약국/한약방	새한약국	약국
22031	병원	연세이비인후과의원	이비인후과의원
22032	병원	이경수내과	내과/외과
22033	약국/한약방	우리약국	약국
22034	병원	구명한의원	한의원
22035	병원	늘푸른의원	종합병원
22036	약국/한약방	라임약국	약국
22037	약국/한약방	효약국	약국
22038	약국/한약방	신약국	약국
22039	약국/한약방	신일약국	약국
22040	병원	신경식소아과의원	소아과
22041	병원	신경주한약방	한의원
22042	병원	서울키즈파파치과	치과의원
22043	병원	연세주피부과	피부과
22044	약국/한약방	라파엘약국	약국
22045	의료관련서비스업	맘스누리모유상담소	산후조리원
22046	병원	서울연합외과의원	내과/외과
22047	병원	탑연세치과병원	치과병원
22048	약국/한약방	새호남약국	약국
22049	약국/한약방	광제당한약국	약국
22050	병원	이루카치과	치과의원
22051	수의업	수의사	동물병원
22052	병원	여수요양병원	노인/치매병원
22053	병원	홍피부과의원	피부과
22054	병원	현대문화한의원	한의원
22055	병원	유선재치과의원	치과의원
22056	유사의료업	라온제나클리니컬운동센터	척추교정치료
22057	병원	신기환소아청소년과의원	내과/외과
22058	병원	한길치과의원	치과의원
22059	약국/한약방	조은약국	약국
22060	약국/한약방	권약국	약국
22061	약국/한약방	엠에이씨전자담배멀티	약국
22062	병원	한양치과의원	치과의원
22063	약국/한약방	대건약국	약국
22064	병원	현대의원	종합병원
22065	약국/한약방	요선약국	약국
22066	병원	나눔내과	내과/외과
22067	병원	상현수치과의원	치과의원
22068	병원	준소아청소년과	소아과
22069	수의업	샬롬애견미용	수의업-종합
22070	병원	현대치과의원	치과의원
22071	병원	쾌유내과의원	내과/외과
22072	약국/한약방	중앙약국	약국
22073	약국/한약방	약국	약국
22074	병원	박영우의원	내과/외과
22075	병원	엘림신경전신과의원	내과/외과
22076	병원	태을한의원	한의원
22077	병원	센텀리더스치과의원	치과의원
22078	병원	큰사랑소아청소년과의원	기타병원
22079	병원	은평치과	치과의원
22080	병원	한빛안과	안과의원
22081	약국/한약방	다대삼성약국	약국
22082	병원	형제한의원	한의원
22083	병원	바른자세척추교정원	내과/외과
22084	병원	바른정형외과	정형/성형외과
22085	수의업	라라애견샵	수의업-종합
22086	병원	안여현소아과의원	소아과
22087	병원	최성미의원	일반병원
22088	의료관련서비스업	마더러브산후관리센타	산후조리원
22089	병원	서울정형외과	정형/성형외과
22090	약국/한약방	회생한약방	한약방
22091	약국/한약방	서울종묘종약사	약국
22092	약국/한약방	새녹십자약국	약국
22093	병원	샤렌의원	일반병원
22094	병원	현치과의원	치과의원
22095	병원	서울이안과	안과의원
22096	약국/한약방	진약국	약국
22097	병원	박휘규비뇨기과	비뇨기과
22098	병원	중앙치과의원	치과의원
22099	병원	광산이비인후과	이비인후과의원
22100	병원	선한목자병원	일반병원
22101	병원	리츠피부과성형외과	정형/성형외과
22102	병원	강북다인치과	치과의원
22103	병원	예감성형외과의원	정형/성형외과
22104	수의업	쿨펫동물병원	동물병원
22105	병원	다훈치과의원	치과의원
22106	병원	현대가정의원	일반병원
22107	병원	한빛소아청소년과의원	소아과
22108	병원	동제한의원	한의원
22109	병원	삼인당한약방	한의원
22110	병원	삼일한의원	한의원
22111	약국/한약방	신안프라자약국	약국
22112	약국/한약방	두암종로옵티마약국	약국
22113	병원	휴먼앤네이처스한스한의원의원	한의원
22114	약국/한약방	광제당약국	약국
22115	병원	다솜의원	일반병원
22116	병원	리더스서울외과의원	내과/외과
22117	약국/한약방	상동시장약국	약국
22118	수의업	개금동물병원	수의업-종합
22119	병원	렉스성형외과의원	정형/성형외과
22120	병원	르네상스	내과/외과
22121	병원	새진해의원	내과/외과
22122	병원	로이클리닉피부과성형외과	정형/성형외과
22123	병원	연세정신건강의학과	기타병원
22124	병원	조이빈후과의원	이비인후과의원
22125	약국/한약방	태평양약국	약국
22126	병원	엘지자동차병원	일반병원
22127	병원	함소아	소아과
22128	병원	백명기신경과의원	내과/외과
22129	병원	광제당한약방	한의원
22130	병원	한마음한종학내과	내과/외과
22131	약국/한약방	넓득등중탕원	탕제원
22132	병원	생생한의원	한의원
22133	수의업	이상록동물병원	수의업-종합
22134	수의업	러브애견샵	수의업-종합
22135	병원	백제한의원	한의원
22136	병원	라임나무치과의원	치과의원
22137	병원	국립부곡정신병원	기타병원
22138	병원	상쾌한이비인후과	이비인후과의원
22139	병원	상쾌한치과의원	치과의원
22140	병원	바이란트치과	치과의원
22141	수의업	허그도그	동물병원
22142	약국/한약방	행복한약국	한약방
22143	병원	삼성제일아이사랑소아청소년과의	내과/외과
22144	병원	한마음의원	일반병원
22145	약국/한약방	바다약국	약국
22146	병원	좋은아침한의원	한의원
22147	약국/한약방	노성약방	약국
22148	병원	빛사랑한의원	한의원
22149	약국/한약방	새감초당약국	약국
22150	약국/한약방	유한약국	약국
22151	병원	이규갑치과의원	치과의원
22152	병원	경천애인한의원	한의원
22153	병원	누가치과의원	치과의원
22154	약국/한약방	삼성약국	약국
22155	약국/한약방	중앙약국	약국
22156	약국/한약방	우성약국	약국
22157	병원	수의원	내과/외과
22158	약국/한약방	엄마약국	약국
22159	약국/한약방	동양당약업사	한약방
22160	약국/한약방	광남한약국	약국
22161	병원	종명한의원	한의원
22162	병원	경희한의원	종합병원
22163	병원	경희다온한의원	한의원
22164	병원	다솜연세내과소아청소년과의원	소아과
22165	병원	삼양한의원	한의원
22166	병원	엔젤메디칼의원	일반병원
22167	병원	조비뇨기과의원	비뇨기과
22168	병원	노덕현이비인후과	내과/외과
22169	병원	박민호치과의원	치과의원
22170	병원	디올의원	일반병원
22171	약국/한약방	수승대약국	약국
22172	약국/한약방	한솔약국	약국
22173	약국/한약방	코끼리약국	약국
22174	병원	경희한의원	한의원
22175	병원	중앙치과의원	치과의원
22176	병원	미작성형외과	정형/성형외과
22177	약국/한약방	우리약국	약국
22178	병원	조현철이비인후과	이비인후과의원
22179	수의업	공원애견동물병원	수의업-종합
22180	수의업	박가축병원	수의업-종합
22181	병원	민정형외과	정형/성형외과
22182	수의업	초원동물병원	동물병원
22183	병원	바노바기치과	치과병원
22184	병원	민치과	치과의원
22185	병원	한성한의원	한의원
22186	약국/한약방	박감초건재약업사	한약방
22187	유사의료업	라온제나센터	척추교정치료
22188	병원	닥터라인의원	일반병원
22189	병원	코아한의원	한의원
22190	약국/한약방	듀바코	약국
22191	약국/한약방	세종약국	약국
22192	병원	사랑채한의원	한의원
22193	병원	한마음산부인과	산부인과
22194	병원	조은이비인후과	이비인후과의원
22195	병원	한마음의원	내과/외과
22196	약국/한약방	조약국	약국
22197	약국/한약방	두창약방	약국
22198	병원	최진용치과의원	치과의원
22199	유사의료업	한결아동발달센터	언어치료
22200	병원	한국산재의료원인천중앙병원	일반병원
22201	병원	가톨릭정신건강의학과의원	기타병원
22202	수의업	하나애견	수의업-종합
22203	수의업	한국동물병원	동물병원
22204	약국/한약방	모범약국	약국
22205	약국/한약방	동양당약국	약국
22206	병원	산본학우외과	내과/외과
22207	수의업	에스지넷러블리펫	동물병원
22208	병원	제일가정의원	일반병원
22209	병원	문비뇨기과의원	비뇨기과
22210	수의업	나주애견랜드	수의업-종합
22211	병원	문승태의원	내과/외과
22212	병원	나무치과의원	치과의원
22213	수의업	조은동물병원	수의업-종합
22214	약국/한약방	하나약국	약국
22215	병원	플러스치과	치과의원
22216	병원	동산한의원	한의원
22217	약국/한약방	녹산건강	한약방
22218	약국/한약방	남영약국	약국
22219	약국/한약방	제일약국	약국
22220	병원	두리치과의원	치과의원
22221	병원	김형곤이빈후과	내과/외과
22222	병원	명인치과의원	치과의원
22223	병원	하나치과의원	치과의원
22224	병원	송태숙소아과	내과/외과
22225	병원	거북이한의원	한의원
22226	병원	목포한방병원	한방병원
22227	수의업	가믄장동물병원	수의업-종합
22228	병원	산마루의원	일반병원
22229	병원	미서울치과	치과의원
22230	병원	드림온의원	일반병원
22231	병원	종로한의원	한의원
22232	병원	에덴비만크리닉	기타병원
22233	병원	경희그린비한의원	한의원
22234	병원	동의보감한의원	한의원
22235	수의업	세인트루이스애견	수의업-종합
22236	수의업	동물병원	동물병원
22237	병원	엄용대한의원	한의원
22238	병원	프라임치과	치과의원
22239	병원	목화노인병원	노인/치매병원
22240	병원	경희한의원	한의원
22241	수의업	프란다스의개애견센터	수의업-종합
22242	병원	속편한내과의원	내과/외과
22243	병원	손혁재활의학과의원	일반병원
22244	수의업	동원애견	수의업-종합
22245	약국/한약방	웅진메디팜	약국
22246	의료관련서비스업	삼성한방산후조리원	산후조리원
22247	병원	양가정의학과의원	기타병원
22248	병원	동탄연세소아과	내과/외과
22249	병원	소아르	소아과
22250	병원	조낙찬한의원	한의원
22251	병원	한마음안과	안과의원
22252	약국/한약방	내각리연세약국	약국
22253	병원	미소가인피부과	피부과
22254	병원	재성한의원	한의원
22255	병원	미래치과의원	치과의원
22256	병원	에스앤비의원	피부과
22257	병원	전피부과의원	피부과
22258	병원	제일산부인과의원	산부인과
22259	약국/한약방	문수당	약국
22260	병원	학운외과	내과/외과
22261	병원	강남성모의원	기타병원
22262	약국/한약방	모범약국	약국
22263	병원	무인치과	치과의원
22264	약국/한약방	우천약국	약국
22265	병원	하나시아의료재단늘열린성모병원	일반병원
22266	약국/한약방	조약국	약국
22267	병원	비젼의원	일반병원
22268	병원	정연무내과의원	내과/외과
22269	약국/한약방	나누리약국	약국
22270	약국/한약방	소중한약국	약국
22271	수의업	강릉애견	수의업-종합
22272	유사의료업	동서치과기공소	치과기공소
22273	병원	녹십자정형외과이민건	정형/성형외과
22274	병원	미서울산부인과의원	내과/외과
22275	병원	필터링내과의원	내과/외과
22276	병원	필피부비뇨기과	비뇨기과
22277	병원	경희피치한의원	한의원
22278	약국/한약방	세일약국	약국
22279	약국/한약방	경서약국	약국
22280	병원	정내과	내과/외과
22281	병원	최치과의원	치과병원
22282	약국/한약방	부평약국	약국
22283	병원	조광한의원	한의원
22284	병원	둔산성모마취통증의학과의원	기타병원
22285	약국/한약방	솔약국	약국
22286	수의업	감곡켄넬	동물병원
22287	병원	제남병원	일반병원
22288	약국/한약방	건강양국	약국
22289	병원	든든한병원	일반병원
22290	병원	빈센트의원	일반병원
22291	병원	비젼병원병원	일반병원
22292	약국/한약방	미소온누리약국	약국
22293	수의업	빅토리아캐슬강아지	동물병원
22294	약국/한약방	명성약국	약국
22295	약국/한약방	우전약국	약국
22296	약국/한약방	안일약국	약국
22297	수의업	동물병원	수의업-종합
22298	수의업	스누피동물병원	동물병원
22299	병원	조수미치과의원	치과의원
22300	병원	논산형제한의원	한의원
22301	병원	동산연합제통의원	기타병원
22302	병원	경선산부인과	내과/외과
22303	약국/한약방	수화당한약방	한약방
22304	병원	송탄신경과정신과의	내과/외과
22305	약국/한약방	우리약국	약국
22306	약국/한약방	전자담배멀티샵	약국
22307	약국/한약방	나무아래한약국	한약방
22308	약국/한약방	건강약국	약국
22309	약국/한약방	한마음약국	약국
22310	약국/한약방	하북녹십자약국	약국
22311	유사의료업	미서울산후조리원	유사의료업기타
22312	병원	우리모아산부인과	내과/외과
22313	병원	가인한의원	한의원
22314	수의업	미미펫살롱	동물병원
22315	병원	하늘한의원	한의원
22316	약국/한약방	한마음약국	약국
22317	약국/한약방	명성약국	약국
22318	약국/한약방	종로대학약국	약국
22319	병원	미소아과의원	소아과
22320	약국/한약방	명진약국	약국
22321	약국/한약방	송예분약초	한약방
22322	병원	제이스산부인과	산부인과
22323	병원	강동드림보습학원	일반병원
22324	약국/한약방	명지양국	약국
22325	약국/한약방	뉴서울팜	약국
22326	병원	사랑이꽃피는한의원	한의원
22327	병원	강정협내과의원	내과/외과
22328	병원	원생당한약방	한의원
22329	병원	월곡정형외과의원	정형/성형외과
22330	병원	원재한의원	한의원
22331	병원	명이빈후과	이비인후과의원
22332	병원	명이빈후과의원	이비인후과의원
22333	병원	원이비인후과	이비인후과의원
22334	약국/한약방	정다운약국	약국
22335	병원	안산서해의원	내과/외과
22336	병원	노른자한방병원	한방병원
22337	병원	하북한사랑의원	내과/외과
22338	병원	조희준내과	내과/외과
22339	병원	문산신농씨한의원	한의원
22340	병원	경희한의원	한의원
22341	병원	경희일이삼케어	한의원
22342	약국/한약방	노란약국	약국
22343	약국/한약방	사라원한약방	한약방
22344	병원	위풍당당한의원	한의원
22345	약국/한약방	하나약국	약국
22346	약국/한약방	원곡백제약국	약국
22347	병원	코편한의원	한의원
22348	병원	전내과의원	내과/외과
22349	병원	송기헌소아과	내과/외과
22350	병원	안산연세산부인과	산부인과
22351	약국/한약방	최약국	약국
22352	병원	손한의원	한의원
22353	병원	한길수치과의원	치과의원
22354	병원	울산고운세상피부과의원	피부과
22355	병원	최치과의원	치과병원
22356	병원	송강봄치과의원	치과의원
22357	병원	김혁이비인후과의원	이비인후과의원
22358	병원	문형철정형외과의원	정형/성형외과
22359	수의업	동산동물병원	수의업-종합
22360	병원	웰빙수의원	종합병원
22361	수의업	안양펫동물병원	동물병원
22362	병원	제일의원	종합병원
22363	병원	좋은소아청소년센터	소아과
22364	병원	둔산연세치과의원	치과의원
22365	병원	김형근안과	안과의원
22366	병원	하나메디칼의원	정형/성형외과
22367	수의업	애니동물병원	동물병원
22368	병원	충남1급자동차병원	일반병원
22369	약국/한약방	모범약국	약국
22370	병원	동의한의원	한의원
22371	병원	삼보당한약방	한의원
22372	병원	순제한의원	한의원
22373	병원	스마일플러스치과	치과의원
22374	병원	최외과의원	내과/외과
22375	병원	녹십자의원	일반병원
22376	병원	경희프라임한의원	한의원
22377	유사의료업	우리들척추건강연구소	척추교정치료
22378	병원	소하부부치과	치과의원
22379	병원	민정식소아과	내과/외과
22380	병원	한마음연합소아청소년과이빈인후	내과/외과
22381	약국/한약방	한결약국	약국
22382	병원	김현대내과의원	내과/외과
22383	약국/한약방	건강한약국	약국
22384	병원	세종부부치과의원	치과의원
22385	병원	숲속마을한의원	한의원
22386	약국/한약방	원곡늘푸른약국	약국
22387	병원	빈메디의원	일반병원
22388	병원	문홍경가정의학과의원	일반병원
22389	수의업	하룻강아지애견	수의업-종합
22390	병원	강안과	내과/외과
22391	병원	조연희치과의원	치과의원
22392	병원	순천의료원매점	기타병원
22393	병원	정원용치과	치과의원
22394	약국/한약방	무진탕제원	탕제원
22395	수의업	송파동물병원	동물병원
22396	병원	에스디치과의원	치과의원
22397	약국/한약방	코끼리약국	약국
22398	병원	수원대항병원	일반병원
22399	약국/한약방	강릉태평양약국	약국
22400	병원	강선부부한의원	한의원
22401	병원	송산부인과의원	산부인과
22402	약국/한약방	하카전자담배	약국
22403	병원	세정굿모닝의원	일반병원
22404	약국/한약방	녹원박인약국	약국
22405	수의업	나라애견	수의업-종합
22406	수의업	나라종합동물병원	수의업-종합
22407	수의업	정동물병원	동물병원
22408	약국/한약방	수민약국	약국
22409	병원	하나이비인후과	내과/외과
22410	약국/한약방	에바코전자담배	약국
22411	수의업	위드동물병원	수의업-종합
22412	병원	정치과의원	치과의원
22413	약국/한약방	감초당	약국
22414	약국/한약방	비타민약국	약국
22415	약국/한약방	동의당약국	약국
22416	병원	노상준가정의원	기타병원
22417	약국/한약방	나누리약국	약국
22418	병원	갤러리치과	치과의원
22419	병원	정다운내과	내과/외과
22420	약국/한약방	건강약국	약국
22421	약국/한약방	경일약국	약국
22422	약국/한약방	동문약국	약국
22423	병원	힐링스병원	일반병원
22424	병원	다나사병원	내과/외과
22425	병원	백상치과의원	치과의원
22426	수의업	곰달래동물병원	동물병원
22427	병원	행림내과의원	내과/외과
22428	병원	거제한의원	한의원
22429	약국/한약방	당인한약방	한약방
22430	병원	다사굿모닝연합치과	치과의원
22431	약국/한약방	보생약방	약국
22432	약국/한약방	삼일약국	약국
22433	병원	제일가정의학	기타병원
22434	병원	시티내과방사선과	내과/외과
22435	수의업	다래가축약품	동물병원
22436	병원	코넬비뇨기과	비뇨기과
22437	병원	메이듀산부인과	산부인과
22438	병원	생명수	한의원
22439	약국/한약방	중앙약국	약국
22440	병원	화무진피부과의원	피부과
22441	병원	김기태가정의학의원	일반병원
22442	병원	검암치과	한방병원
22443	병원	삼성흉부외과	기타병원
22444	병원	수내정형외과	정형/성형외과
22445	병원	뉴원부부치과	치과의원
22446	병원	손모아한의원	한의원
22447	병원	현대한약방	한의원
22448	병원	예뻐지는성형외과	정형/성형외과
22449	병원	보람한의원	한의원
22450	병원	행복한우리의원	일반병원
22451	병원	키즈쉬즈한의원	한의원
22452	병원	햇님한의원	한의원
22453	약국/한약방	삼천포김약국	약국
22454	유사의료업	손동철척추교정운동원	척추교정치료
22455	병원	365내과연합의원	내과/외과
22456	약국/한약방	365일연향대형약국	약국
22457	약국/한약방	미래온누리약국	약국
22458	유사의료업	척추건강쎈타	척추교정치료
22459	병원	연치과	치과의원
22460	병원	황한의원	한의원
22461	병원	연치과	치과의원
22462	병원	차내과	내과/외과
22463	병원	주남혁소아과의원	내과/외과
22464	병원	상록치과의원	치과의원
22465	병원	상아치과의원	치과병원
22466	병원	호치과의원	치과의원
22467	병원	송소현산부인과	내과/외과
22468	병원	원광한의원	한의원
22469	병원	허준한의원	한의원
22470	병원	현대가정의학과의원	기타병원
22471	약국/한약방	삼성약국	약국
22472	약국/한약방	전자담배	약국
22473	수의업	강남종합동물병원	동물병원
22474	병원	헵시바의원	내과/외과
22475	병원	카톨릭성형외과	정형/성형외과
22476	병원	수치과의원	치과의원
22477	수의업	제주양돈농협동물병원	수의업-종합
22478	약국/한약방	고창종로약국	약국
22479	병원	삼성제일	산부인과
22480	병원	제중치과의원	치과의원
22481	병원	함소아한의원	한의원
22482	약국/한약방	미소약국	약국
22483	병원	소순찬내과	내과/외과
22484	수의업	배선생동물병원	동물병원
22485	약국/한약방	우리약국	약국
22486	약국/한약방	순천당한약건재약방	한약방
22487	병원	라임피부과	피부과
22488	병원	한치과의원	치과의원
22489	병원	자연과한의원	한의원
22490	병원	제일치과의원	치과의원
22491	병원	홍익한의원	한의원
22492	병원	전민철소아청소년과	내과/외과
22493	수의업	충주가축약품상사	동물병원
22494	병원	예진성형	정형/성형외과
22495	유사의료업	응급환자이송센터	응급구조대
22496	병원	통달한의원	한의원
22497	병원	여일바른치과의원	치과병원
22498	약국/한약방	시장약국	약국
22499	약국/한약방	황둔약국	약국
22500	수의업	조치원가축병원	수의업-종합
